0	0
1	0
2	2
3	2
4	4
5	5
6	6
7	7
8	2
9	2
10	8
11	4
12	10
13	6
14	11
15	10
17	14
16	14
19	15
18	10
21	6
20	7
23	10
22	2
25	19
24	21
27	10
26	22
29	2
28	23
31	11
30	11
34	10
35	11
32	11
33	10
38	24
39	23
36	25
37	27
42	4
43	4
40	4
41	4
46	4
47	23
44	4
45	6
51	4
50	4
49	21
48	30
55	10
54	10
53	7
52	14
59	10
58	7
57	10
56	10
63	10
62	10
61	2
60	10
68	10
69	7
70	3
71	7
64	10
65	10
66	2
67	10
76	24
77	2
78	0
79	9
72	4
73	7
74	12
75	10
85	10
84	10
87	16
86	16
81	25
80	17
83	18
82	25
93	21
92	21
95	6
94	21
89	19
88	19
91	21
90	27
102	4
103	7
100	19
101	22
98	30
99	19
96	10
97	26
110	21
111	6
108	22
109	23
106	21
107	19
104	10
105	28
119	21
118	6
117	7
116	29
115	10
114	7
113	4
112	10
127	31
126	21
125	7
124	7
123	10
122	8
121	8
120	21
137	2
136	1
139	3
138	31
141	8
140	31
143	13
142	13
129	22
128	31
131	17
130	11
133	16
132	27
135	13
134	13
144	13
145	20
146	13
147	20
148	8
