0	0
1	1
2	2
3	3
4	4
5	5
6	5
7	5
8	5
9	5
10	5
11	5
12	5
13	5
14	5
15	5
17	5
16	5
19	10
18	12
21	5
20	5
23	5
22	5
25	13
24	10
27	13
26	13
29	5
28	5
31	18
30	5
34	20
35	3
32	5
33	5
38	5
39	10
36	26
37	5
42	29
43	18
40	5
41	5
46	32
47	1
44	5
45	5
51	36
50	37
49	38
48	39
55	40
54	41
53	5
52	32
59	42
58	5
57	0
56	44
63	44
62	1
61	5
60	42
68	5
69	5
70	5
71	5
64	44
65	44
66	5
67	5
76	5
77	5
78	5
79	5
72	10
73	5
74	5
75	5
85	8
84	5
87	11
86	5
81	5
80	5
83	1
82	1
93	5
92	14
95	15
94	16
89	17
88	5
91	38
90	1
102	19
103	22
100	23
101	5
98	1
99	1
96	1
97	1
110	36
111	18
108	30
109	44
106	31
107	5
104	34
105	1
119	35
118	5
117	1
116	1
115	5
114	13
113	5
112	18
127	5
126	5
125	5
124	5
123	1
122	4
121	45
120	46
137	18
136	5
139	42
138	5
141	10
140	1
143	5
142	5
129	6
128	7
131	5
130	5
133	12
132	12
135	5
134	5
152	18
153	9
154	40
155	5
156	18
157	5
158	9
159	9
144	5
145	5
146	5
147	5
148	5
149	5
150	5
151	12
171	5
170	21
169	18
168	10
175	13
174	24
173	25
172	27
163	28
162	0
161	1
160	18
167	5
166	33
165	9
164	40
176	43
177	22
