0	1	0.0
0	2	0.0
0	3	1.0
0	4	1.0
0	5	1.0
0	6	1.0
0	7	1.0
0	8	1.0
0	9	1.0
0	10	0.0
0	11	0.0
0	12	0.0
0	13	0.0
0	14	0.0
0	15	0.0
0	16	0.0
0	17	0.0
0	18	0.0
0	19	0.0
0	20	0.0
0	21	0.0
0	22	1.0
0	23	1.0
0	24	0.0
0	25	1.0
0	26	0.0
0	27	0.0
0	28	1.0
0	29	0.0
0	30	0.0
0	31	0.0
0	32	1.0
0	33	1.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	3.0
1	6	1.0
1	7	1.0
1	8	2.0
1	9	3.0
1	10	2.0
1	11	0.0
1	12	2.0
1	13	2.0
1	14	1.0
1	15	0.0
1	16	1.0
1	17	1.0
1	18	1.0
1	19	1.0
1	20	0.0
1	21	1.0
1	22	2.0
1	23	2.0
1	24	1.0
1	25	1.0
1	26	0.0
1	27	1.0
1	28	2.0
1	29	0.0
1	30	0.0
1	31	0.0
1	32	1.0
1	33	3.0
2	3	6.0
2	4	4.0
2	5	5.0
2	6	1.0
2	7	4.0
2	8	6.0
2	9	4.0
2	10	5.0
2	11	0.0
2	12	2.0
2	13	5.0
2	14	1.0
2	15	0.0
2	16	2.0
2	17	1.0
2	18	4.0
2	19	2.0
2	20	0.0
2	21	1.0
2	22	5.0
2	23	4.0
2	24	1.0
2	25	4.0
2	26	0.0
2	27	1.0
2	28	5.0
2	29	0.0
2	30	0.0
2	31	0.0
2	32	1.0
2	33	4.0
3	4	5.0
3	5	6.0
3	6	2.0
3	7	5.0
3	8	8.0
3	9	5.0
3	10	6.0
3	11	0.0
3	12	3.0
3	13	5.0
3	14	1.0
3	15	0.0
3	16	3.0
3	17	1.0
3	18	5.0
3	19	1.0
3	20	0.0
3	21	2.0
3	22	7.0
3	23	5.0
3	24	1.0
3	25	5.0
3	26	0.0
3	27	1.0
3	28	6.0
3	29	0.0
3	30	0.0
3	31	0.0
3	32	2.0
3	33	5.0
4	5	5.0
4	6	2.0
4	7	4.0
4	8	5.0
4	9	5.0
4	10	4.0
4	11	0.0
4	12	2.0
4	13	4.0
4	14	1.0
4	15	0.0
4	16	1.0
4	17	1.0
4	18	3.0
4	19	1.0
4	20	0.0
4	21	1.0
4	22	5.0
4	23	5.0
4	24	1.0
4	25	4.0
4	26	0.0
4	27	1.0
4	28	5.0
4	29	0.0
4	30	0.0
4	31	0.0
4	32	2.0
4	33	5.0
5	6	2.0
5	7	5.0
5	8	6.0
5	9	6.0
5	10	5.0
5	11	0.0
5	12	3.0
5	13	5.0
5	14	1.0
5	15	0.0
5	16	2.0
5	17	1.0
5	18	4.0
5	19	1.0
5	20	0.0
5	21	1.0
5	22	6.0
5	23	6.0
5	24	1.0
5	25	5.0
5	26	0.0
5	27	1.0
5	28	6.0
5	29	0.0
5	30	0.0
5	31	0.0
5	32	2.0
5	33	6.0
6	7	2.0
6	8	2.0
6	9	2.0
6	10	1.0
6	11	0.0
6	12	1.0
6	13	1.0
6	14	0.0
6	15	0.0
6	16	1.0
6	17	0.0
6	18	1.0
6	19	1.0
6	20	0.0
6	21	1.0
6	22	2.0
6	23	2.0
6	24	3.0
6	25	2.0
6	26	0.0
6	27	2.0
6	28	2.0
6	29	0.0
6	30	0.0
6	31	0.0
6	32	4.0
6	33	2.0
7	8	5.0
7	9	4.0
7	10	4.0
7	11	0.0
7	12	1.0
7	13	4.0
7	14	0.0
7	15	0.0
7	16	2.0
7	17	0.0
7	18	4.0
7	19	1.0
7	20	0.0
7	21	1.0
7	22	5.0
7	23	4.0
7	24	1.0
7	25	5.0
7	26	0.0
7	27	1.0
7	28	5.0
7	29	0.0
7	30	0.0
7	31	0.0
7	32	2.0
7	33	4.0
8	9	5.0
8	10	5.0
8	11	0.0
8	12	3.0
8	13	5.0
8	14	1.0
8	15	0.0
8	16	3.0
8	17	1.0
8	18	5.0
8	19	1.0
8	20	0.0
8	21	2.0
8	22	7.0
8	23	5.0
8	24	1.0
8	25	5.0
8	26	0.0
8	27	1.0
8	28	7.0
8	29	0.0
8	30	0.0
8	31	0.0
8	32	2.0
8	33	5.0
9	10	4.0
9	11	0.0
9	12	2.0
9	13	4.0
9	14	1.0
9	15	0.0
9	16	1.0
9	17	1.0
9	18	3.0
9	19	1.0
9	20	0.0
9	21	1.0
9	22	5.0
9	23	5.0
9	24	1.0
9	25	4.0
9	26	0.0
9	27	1.0
9	28	5.0
9	29	0.0
9	30	0.0
9	31	0.0
9	32	2.0
9	33	6.0
10	11	0.0
10	12	2.0
10	13	5.0
10	14	1.0
10	15	0.0
10	16	2.0
10	17	1.0
10	18	4.0
10	19	1.0
10	20	0.0
10	21	1.0
10	22	6.0
10	23	4.0
10	24	1.0
10	25	4.0
10	26	0.0
10	27	1.0
10	28	5.0
10	29	0.0
10	30	0.0
10	31	0.0
10	32	1.0
10	33	4.0
11	12	0.0
11	13	0.0
11	14	0.0
11	15	3.0
11	16	0.0
11	17	0.0
11	18	0.0
11	19	0.0
11	20	0.0
11	21	0.0
11	22	0.0
11	23	0.0
11	24	1.0
11	25	0.0
11	26	0.0
11	27	1.0
11	28	0.0
11	29	0.0
11	30	0.0
11	31	0.0
11	32	0.0
11	33	0.0
12	13	2.0
12	14	1.0
12	15	0.0
12	16	3.0
12	17	1.0
12	18	2.0
12	19	1.0
12	20	0.0
12	21	3.0
12	22	2.0
12	23	3.0
12	24	1.0
12	25	1.0
12	26	0.0
12	27	1.0
12	28	2.0
12	29	0.0
12	30	0.0
12	31	0.0
12	32	1.0
12	33	2.0
13	14	1.0
13	15	0.0
13	16	2.0
13	17	1.0
13	18	4.0
13	19	1.0
13	20	0.0
13	21	1.0
13	22	5.0
13	23	4.0
13	24	1.0
13	25	4.0
13	26	0.0
13	27	1.0
13	28	5.0
13	29	0.0
13	30	0.0
13	31	0.0
13	32	1.0
13	33	4.0
14	15	0.0
14	16	0.0
14	17	1.0
14	18	0.0
14	19	0.0
14	20	0.0
14	21	0.0
14	22	1.0
14	23	1.0
14	24	0.0
14	25	0.0
14	26	0.0
14	27	0.0
14	28	1.0
14	29	0.0
14	30	0.0
14	31	0.0
14	32	0.0
14	33	1.0
15	16	0.0
15	17	0.0
15	18	0.0
15	19	0.0
15	20	0.0
15	21	0.0
15	22	0.0
15	23	0.0
15	24	1.0
15	25	0.0
15	26	0.0
15	27	1.0
15	28	0.0
15	29	0.0
15	30	0.0
15	31	0.0
15	32	0.0
15	33	0.0
16	17	0.0
16	18	3.0
16	19	1.0
16	20	0.0
16	21	4.0
16	22	2.0
16	23	1.0
16	24	1.0
16	25	2.0
16	26	0.0
16	27	1.0
16	28	2.0
16	29	0.0
16	30	0.0
16	31	0.0
16	32	1.0
16	33	1.0
17	18	0.0
17	19	0.0
17	20	0.0
17	21	0.0
17	22	1.0
17	23	1.0
17	24	0.0
17	25	0.0
17	26	0.0
17	27	0.0
17	28	1.0
17	29	0.0
17	30	0.0
17	31	0.0
17	32	0.0
17	33	1.0
18	19	1.0
18	20	0.0
18	21	2.0
18	22	4.0
18	23	3.0
18	24	1.0
18	25	4.0
18	26	0.0
18	27	1.0
18	28	4.0
18	29	0.0
18	30	0.0
18	31	0.0
18	32	1.0
18	33	3.0
19	20	0.0
19	21	1.0
19	22	1.0
19	23	1.0
19	24	1.0
19	25	1.0
19	26	0.0
19	27	1.0
19	28	1.0
19	29	0.0
19	30	0.0
19	31	0.0
19	32	1.0
19	33	1.0
20	21	0.0
20	22	0.0
20	23	0.0
20	24	0.0
20	25	0.0
20	26	0.0
20	27	0.0
20	28	0.0
20	29	0.0
20	30	0.0
20	31	0.0
20	32	0.0
20	33	0.0
21	22	1.0
21	23	1.0
21	24	1.0
21	25	1.0
21	26	0.0
21	27	1.0
21	28	1.0
21	29	0.0
21	30	0.0
21	31	0.0
21	32	1.0
21	33	1.0
22	23	5.0
22	24	1.0
22	25	5.0
22	26	0.0
22	27	1.0
22	28	7.0
22	29	0.0
22	30	0.0
22	31	0.0
22	32	2.0
22	33	5.0
23	24	1.0
23	25	4.0
23	26	0.0
23	27	1.0
23	28	5.0
23	29	0.0
23	30	0.0
23	31	0.0
23	32	2.0
23	33	5.0
24	25	1.0
24	26	1.0
24	27	8.0
24	28	1.0
24	29	0.0
24	30	1.0
24	31	0.0
24	32	3.0
24	33	1.0
25	26	0.0
25	27	1.0
25	28	5.0
25	29	0.0
25	30	0.0
25	31	0.0
25	32	2.0
25	33	4.0
26	27	1.0
26	28	0.0
26	29	0.0
26	30	2.0
26	31	0.0
26	32	0.0
26	33	0.0
27	28	1.0
27	29	0.0
27	30	1.0
27	31	0.0
27	32	2.0
27	33	1.0
28	29	0.0
28	30	0.0
28	31	0.0
28	32	2.0
28	33	5.0
29	30	0.0
29	31	0.0
29	32	0.0
29	33	0.0
30	31	0.0
30	32	0.0
30	33	0.0
31	32	0.0
31	33	0.0
32	33	2.0
