0	1	Auburn University, Auburn, AL	Auburn University, Auburn, AL
0	2	Auburn University, Auburn, AL	Auburn, AL
0	3	Auburn University, Auburn, AL	IBM China Software Development Lab, China
0	4	Auburn University, Auburn, AL	null
0	5	Auburn University, Auburn, AL	null
0	6	Auburn University, Auburn, AL	null
0	7	Auburn University, Auburn, AL	null
0	8	Auburn University, Auburn, AL	HKUST, Kowloon, HKSAR, P. R. China
0	9	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, Hong Kong
0	10	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, Hong Kong
0	11	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, Hong Kong
0	12	Auburn University, Auburn, AL	null
0	13	Auburn University, Auburn, AL	null
0	14	Auburn University, Auburn, AL	Wayne State University
0	15	Auburn University, Auburn, AL	null
0	16	Auburn University, Auburn, AL	null
0	17	Auburn University, Auburn, AL	null
0	18	Auburn University, Auburn, AL	null
0	19	Auburn University, Auburn, AL	null
0	20	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, China
0	21	Auburn University, Auburn, AL	Department of Computer Science and Engineering, HKUST, Hong Kong, China
0	22	Auburn University, Auburn, AL	Dept of Computer Science & Engineering, HKUST, HKSAR, P.R.China
0	23	Auburn University, Auburn, AL	Hong Kong of Science and Technology, Hong Kong, China
0	24	Auburn University, Auburn, AL	null
0	25	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, China
0	26	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, HKSAR, P.R.China
0	27	Auburn University, Auburn, AL	Hong Kong Univ. of Sci. & Tech., Hong Kong, China
0	28	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Hong Kong, China
0	29	Auburn University, Auburn, AL	Hong Kong Univ. of Sci. & Tech.
0	30	Auburn University, Auburn, AL	Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong, China
0	31	Auburn University, Auburn, AL	null
0	32	Auburn University, Auburn, AL	null
