0	0
1	0
2	0
3	0
4	2
5	2
6	4
7	4
8	2
9	2
10	6
11	6
12	4
13	8
14	9
15	4
17	12
16	12
19	4
18	14
21	15
20	8
23	16
22	18
25	19
24	16
27	4
26	15
29	4
28	4
31	22
30	0
34	26
35	26
32	4
33	26
38	31
39	29
36	26
37	31
42	15
43	4
40	15
41	4
46	35
47	8
44	4
45	16
51	0
50	36
49	35
48	38
55	39
54	4
53	4
52	15
59	41
58	42
57	43
56	6
63	44
62	8
61	35
60	46
68	5
69	1
70	1
71	1
64	4
65	4
66	3
67	5
76	4
77	4
78	4
79	44
72	1
73	7
74	15
75	10
85	15
84	11
87	35
86	13
81	39
80	15
83	4
82	17
93	4
92	39
95	35
94	20
89	0
88	21
91	13
90	17
102	23
103	24
100	25
101	6
98	27
99	28
96	30
97	2
110	32
111	32
108	33
109	34
106	6
107	6
104	15
105	27
119	39
118	8
117	37
116	39
115	38
114	4
113	40
112	0
123	4
122	45
121	6
120	6
