0	0
1	2
2	3
3	0
4	0
5	0
6	0
7	4
8	0
9	6
10	0
11	0
12	7
13	8
14	9
15	6
17	10
16	0
19	6
18	2
21	6
20	6
23	0
22	6
25	12
24	0
27	14
26	14
29	0
28	15
31	14
30	0
34	0
35	0
32	0
33	0
38	0
39	0
36	17
37	0
42	0
43	0
40	19
41	20
46	0
47	0
44	23
45	25
51	0
50	0
49	0
48	0
55	27
54	28
53	6
52	30
59	2
58	2
57	6
56	6
63	0
62	0
61	10
60	32
68	1
69	0
70	0
71	0
64	0
65	0
66	0
67	5
76	17
77	6
78	0
79	3
72	0
73	0
74	0
75	17
85	0
84	0
87	11
86	10
81	20
80	0
83	0
82	0
93	13
92	13
95	13
94	13
89	14
88	0
91	14
90	14
102	25
103	0
100	1
101	16
98	23
99	23
96	13
97	0
110	8
111	18
108	0
109	5
106	21
107	22
104	25
105	24
119	20
118	8
117	2
116	23
115	26
114	6
113	29
112	0
126	31
125	0
124	0
123	28
122	2
121	0
120	5
