0	0
1	2
2	3
3	2
4	2
5	5
6	5
7	7
8	2
9	9
10	10
11	11
12	13
13	14
14	15
15	16
17	18
16	20
19	21
18	16
21	23
20	25
23	27
22	25
25	5
24	30
27	5
26	5
29	5
28	33
31	5
30	5
34	35
35	30
32	5
33	37
38	38
39	39
36	30
37	40
42	9
43	41
40	42
41	43
46	44
47	44
44	45
45	25
51	5
50	47
49	44
48	44
55	47
54	11
53	49
52	11
59	51
58	52
57	25
56	25
63	5
62	54
61	5
60	57
68	49
69	5
70	58
71	59
64	23
65	23
66	60
67	61
76	49
77	62
78	5
79	5
72	63
73	64
74	65
75	49
85	66
84	67
87	16
86	62
81	5
80	5
83	5
82	16
93	44
92	68
95	44
94	44
89	44
88	69
91	70
90	71
102	72
103	43
100	70
101	44
98	58
99	73
96	44
97	25
110	74
111	15
108	76
109	74
106	49
107	75
104	76
105	49
119	74
118	5
117	74
116	74
115	74
114	23
113	5
112	77
127	78
126	16
125	79
124	16
123	27
122	5
121	5
120	5
137	11
136	82
139	80
138	23
141	79
140	82
143	47
142	47
129	61
128	51
131	25
130	81
133	79
132	82
135	16
134	25
152	14
153	47
154	66
155	82
156	83
157	84
158	33
159	85
144	79
145	13
146	67
147	10
148	86
149	20
150	20
151	74
171	82
170	87
169	16
168	87
175	84
174	88
173	2
172	10
163	79
162	39
161	89
160	90
167	39
166	30
165	91
164	92
186	5
187	76
184	93
185	54
190	94
191	44
188	79
189	95
178	85
179	96
176	67
177	67
182	96
183	30
180	30
181	82
205	49
204	97
207	5
206	5
201	44
200	99
203	98
202	98
197	77
196	23
199	99
198	99
193	74
192	69
195	5
194	5
220	102
221	76
222	100
223	66
216	44
217	74
218	101
219	102
212	5
213	67
214	2
215	98
208	103
209	70
210	70
211	44
239	44
238	82
237	20
236	5
235	104
234	104
233	5
232	93
231	30
230	30
229	96
228	96
227	16
226	105
225	105
224	106
254	30
255	107
252	108
253	30
250	109
251	109
248	5
249	44
246	96
247	2
244	44
245	44
242	110
243	111
240	30
241	16
275	1
274	10
273	14
272	0
279	4
278	6
277	90
276	8
283	12
282	44
281	14
280	12
287	13
286	47
285	51
284	17
258	19
259	14
256	44
257	22
262	111
263	24
260	26
261	28
266	29
267	2
264	31
265	23
270	102
271	32
268	5
269	40
305	34
304	36
307	105
306	63
288	5
289	46
290	76
291	16
292	48
293	11
294	47
295	50
296	82
297	16
298	20
299	111
300	53
301	111
302	55
303	56
