0	0
1	2
2	3
3	4
4	6
5	7
6	8
7	9
8	0
9	7
10	11
11	13
12	0
13	16
14	17
15	18
17	19
16	4
19	19
18	7
21	23
20	0
23	26
22	27
25	29
24	13
27	19
26	29
29	11
28	32
31	33
30	7
34	35
35	18
32	19
33	19
38	35
39	3
36	38
37	19
42	40
43	18
40	35
41	18
46	38
47	38
44	18
45	38
51	38
50	38
49	11
48	29
55	3
54	18
53	18
52	4
59	11
58	4
57	26
56	11
63	3
62	35
61	32
60	47
68	9
69	4
70	0
71	5
64	18
65	47
66	26
67	3
76	10
77	6
78	0
79	0
72	14
73	16
74	18
75	18
85	3
84	35
87	20
86	21
81	5
80	24
83	6
82	19
93	38
92	19
95	38
94	38
89	21
88	18
91	35
90	3
102	19
103	11
100	4
101	36
98	37
99	6
96	38
97	39
110	45
111	41
108	43
109	45
106	35
107	35
104	38
105	38
119	41
118	41
117	41
116	41
115	41
114	38
113	16
112	41
127	41
126	41
125	41
124	41
123	41
122	41
121	41
120	41
137	26
136	1
139	32
138	18
141	13
140	38
143	38
142	35
129	41
128	41
131	18
130	12
133	0
132	15
135	43
134	7
152	47
153	38
154	38
155	35
156	22
157	23
158	25
159	30
144	28
145	26
146	10
147	23
148	30
149	31
150	13
151	47
171	34
170	23
169	38
168	19
175	18
174	11
173	18
172	38
163	19
162	3
161	42
160	44
167	46
166	43
165	38
164	19
176	6
177	6
