0	0
1	2
2	3
3	2
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	13
13	11
14	14
15	9
17	11
16	9
19	9
18	9
21	16
20	3
23	9
22	9
25	9
24	9
27	9
26	19
29	3
28	9
31	21
30	22
34	9
35	9
32	2
33	24
38	9
39	26
36	27
37	3
42	9
43	9
40	9
41	16
46	29
47	16
44	19
45	2
51	4
50	32
49	9
48	3
55	26
54	13
53	16
52	36
59	19
58	37
57	38
56	39
63	40
62	42
61	42
60	19
68	9
69	3
70	9
71	9
64	9
65	43
66	3
67	44
76	45
77	13
78	44
79	44
72	29
73	29
74	29
75	13
85	11
84	16
87	16
86	11
81	11
80	42
83	47
82	9
93	48
92	42
95	22
94	49
89	9
88	50
91	9
90	51
102	9
103	26
100	52
101	52
98	24
99	52
96	53
97	49
110	9
111	52
108	9
109	36
106	52
107	19
104	9
105	29
119	9
118	16
117	29
116	9
115	16
114	0
113	54
112	42
127	19
126	9
125	16
124	9
123	19
122	19
121	9
120	19
137	1
136	4
139	42
138	4
141	32
140	26
143	9
142	11
129	19
128	19
131	12
130	12
133	19
132	19
135	15
134	24
152	11
153	26
154	9
155	18
156	17
157	11
158	11
159	26
144	9
145	32
146	18
147	18
148	26
149	20
150	22
151	22
171	23
170	26
169	24
168	14
175	25
174	28
173	51
172	51
163	3
162	9
161	28
160	14
167	9
166	30
165	9
164	9
186	31
187	42
184	33
185	34
190	0
191	13
188	35
189	19
178	52
179	29
176	28
177	30
182	52
183	52
180	41
181	41
193	46
192	33
194	49
