0	0
1	1
2	3
3	4
4	4
5	5
6	5
7	1
8	1
9	9
10	10
11	1
12	12
13	13
14	14
15	15
17	18
16	18
19	20
18	18
21	21
20	21
23	22
22	21
25	3
24	18
27	24
26	24
29	3
28	24
31	3
30	3
34	27
35	28
32	3
33	30
38	5
39	5
36	5
37	5
42	33
43	33
40	33
41	33
46	34
47	35
44	33
45	33
51	36
50	37
49	38
48	5
55	39
54	33
53	33
52	33
59	41
58	41
57	38
56	18
63	24
62	43
61	45
60	41
68	46
69	47
70	1
71	18
64	5
65	48
66	48
67	3
76	1
77	1
78	49
79	50
72	33
73	51
74	13
75	0
85	52
84	24
87	3
86	1
81	5
80	22
83	5
82	5
93	33
92	33
95	33
94	33
89	53
88	14
91	53
90	53
102	33
103	33
100	33
101	30
98	24
99	3
96	33
97	35
110	5
111	18
108	56
109	54
106	5
107	55
104	33
105	56
119	1
118	30
117	18
116	37
115	4
114	5
113	5
112	3
127	57
126	58
125	18
124	13
123	37
122	22
121	59
120	41
137	5
136	2
139	30
138	22
141	33
140	6
143	7
142	8
129	33
128	33
131	11
130	33
133	1
132	21
135	30
134	16
152	33
153	17
154	19
155	13
156	6
157	54
158	24
159	6
144	14
145	33
146	33
147	23
148	25
149	33
150	26
151	33
171	5
170	1
169	38
168	29
175	48
174	31
173	1
172	5
163	37
162	59
161	32
160	24
167	1
166	5
165	38
164	3
178	40
179	25
176	42
177	30
180	44
